field_id	layer	value_type	value_mode	value_json	evidence_class	run_binding	consumption_status	config_hash_membership	provenance_json
master.auction.acceptance_bars	AUCTION_GRAMMAR	int	CONSTANT	{"mode":"CONSTANT","value":2,"distinct_count":1,"distinct_values":[2]}	RECOVERED_FROM_COLLECTION_ENVIRONMENT	NOT_RUN_BOUND_NO_EX5_OR_EXPANDED_MASTER_CONFIG_IN_RUN_RECEIPT	SEMANTICALLY_CONSUMED	MASTER_INTERNAL_CONFIG_HASH_NOT_RUN_RECORDED	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterAuctionTypes.mqh","sha256":"eebceed692eaeed4a4fc987488dba5c34b5d6045a962d83135001a7831b74f3b","marker":"cfg.acceptance_bars","lines":[423]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterController.mqh","sha256":"237ee3d3c8197ee19c9d2f65d746e9b0386030df438d29528ea5aa1935d5e0fd","marker":"m_config.auction.acceptance_bars","lines":[167,537]}]
master.canonical_instrument	MASTER_IDENTITY	per_run	CONSTANT	{"mode":"CONSTANT","value":"collector.canonical_instrument","distinct_count":1,"distinct_values":["collector.canonical_instrument"]}	RUN_RECORDED_AND_RECOVERED_SOURCE	VALUE_DERIVED_FROM_RUN_RECORDED_COLLECTOR_FIELD	IDENTITY_CONSUMED	NOT_IN_RG3_CONFIG_HASH	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"config.canonical_instrument=InpCanonicalInstrument","lines":[136]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterController.mqh","sha256":"237ee3d3c8197ee19c9d2f65d746e9b0386030df438d29528ea5aa1935d5e0fd","marker":"m_config.canonical_instrument","lines":[588]}]
master.deterministic_terminal_time	MASTER_RUNTIME	per_run	CONSTANT	{"mode":"CONSTANT","value":"collector.window_end","distinct_count":1,"distinct_values":["collector.window_end"]}	RUN_RECORDED_AND_RECOVERED_SOURCE	VALUE_DERIVED_FROM_RUN_RECORDED_COLLECTOR_FIELD	SEMANTICALLY_CONSUMED	NOT_IN_RG3_CONFIG_HASH	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"config.deterministic_terminal_time=InpWindowEnd","lines":[135]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterController.mqh","sha256":"237ee3d3c8197ee19c9d2f65d746e9b0386030df438d29528ea5aa1935d5e0fd","marker":"m_config.deterministic_terminal_time","lines":[218,548,549]}]
master.data_fingerprint	MASTER_IDENTITY	per_run	CONSTANT	{"mode":"CONSTANT","value":"collector.data_fingerprint","distinct_count":1,"distinct_values":["collector.data_fingerprint"]}	RUN_RECORDED_AND_RECOVERED_SOURCE	VALUE_DERIVED_FROM_RUN_RECORDED_COLLECTOR_FIELD	IDENTITY_CONSUMED	NOT_IN_RG3_CONFIG_HASH	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"config.data_fingerprint=InpDataFingerprint","lines":[138]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterController.mqh","sha256":"237ee3d3c8197ee19c9d2f65d746e9b0386030df438d29528ea5aa1935d5e0fd","marker":"m_config.data_fingerprint","lines":[223]}]
master.data_source_id	MASTER_IDENTITY	string	CONSTANT	{"mode":"CONSTANT","value":"BROKER_MT5","distinct_count":1,"distinct_values":["BROKER_MT5"]}	RUN_RECORDED_AND_RECOVERED_SOURCE	VALUE_DERIVED_FROM_RUN_RECORDED_COLLECTOR_FIELD	IDENTITY_CONSUMED	NOT_IN_RG3_CONFIG_HASH	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"config.data_source_id=InpDataSourceId","lines":[137]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterController.mqh","sha256":"237ee3d3c8197ee19c9d2f65d746e9b0386030df438d29528ea5aa1935d5e0fd","marker":"m_config.data_source_id","lines":[590]}]
master.enable_parity_oracle	MASTER_RUNTIME	bool	CONSTANT	{"mode":"CONSTANT","value":false,"distinct_count":1,"distinct_values":[false]}	RECOVERED_FROM_COLLECTION_ENVIRONMENT	NOT_RUN_BOUND_NO_EX5_OR_EXPANDED_MASTER_CONFIG_IN_RUN_RECEIPT	OPERATIONALLY_CONSUMED	NOT_IN_RG3_CONFIG_HASH	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"config.enable_parity_oracle=false","lines":[134]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterController.mqh","sha256":"237ee3d3c8197ee19c9d2f65d746e9b0386030df438d29528ea5aa1935d5e0fd","marker":"m_config.enable_parity_oracle","lines":[613]}]
master.enable_logging	MASTER_RUNTIME	bool	CONSTANT	{"mode":"CONSTANT","value":false,"distinct_count":1,"distinct_values":[false]}	RECOVERED_FROM_COLLECTION_ENVIRONMENT	NOT_RUN_BOUND_NO_EX5_OR_EXPANDED_MASTER_CONFIG_IN_RUN_RECEIPT	OPERATIONALLY_CONSUMED	NOT_IN_RG3_CONFIG_HASH	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"config.enable_logging=false","lines":[134]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterController.mqh","sha256":"237ee3d3c8197ee19c9d2f65d746e9b0386030df438d29528ea5aa1935d5e0fd","marker":"m_config.enable_logging","lines":[545,595,603]}]
master.log_flush_interval	MASTER_RUNTIME	int	CONSTANT	{"mode":"CONSTANT","value":10,"distinct_count":1,"distinct_values":[10]}	RECOVERED_FROM_COLLECTION_ENVIRONMENT	NOT_RUN_BOUND_NO_EX5_OR_EXPANDED_MASTER_CONFIG_IN_RUN_RECEIPT	NOT_ACTIVE_LOGGING_DISABLED	NOT_IN_RG3_CONFIG_HASH	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterController.mqh","sha256":"237ee3d3c8197ee19c9d2f65d746e9b0386030df438d29528ea5aa1935d5e0fd","marker":"cfg.log_flush_interval = 10","lines":[81]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterController.mqh","sha256":"237ee3d3c8197ee19c9d2f65d746e9b0386030df438d29528ea5aa1935d5e0fd","marker":"m_config.log_flush_interval","lines":[598,608]}]
master.instance_tag	MASTER_RUNTIME	string	CONSTANT	{"mode":"CONSTANT","value":"RG3_OBJECT_SOURCE","distinct_count":1,"distinct_values":["RG3_OBJECT_SOURCE"]}	RECOVERED_FROM_COLLECTION_ENVIRONMENT	NOT_RUN_BOUND_NO_EX5_OR_EXPANDED_MASTER_CONFIG_IN_RUN_RECEIPT	OPERATIONALLY_CONSUMED	NOT_IN_RG3_CONFIG_HASH	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"config.instance_tag=\"RG3_OBJECT_SOURCE\"","lines":[133]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterController.mqh","sha256":"237ee3d3c8197ee19c9d2f65d746e9b0386030df438d29528ea5aa1935d5e0fd","marker":"m_config.instance_tag","lines":[596,604]}]
compression.frontier_body_atr	COMPRESSION	double	CONSTANT	{"mode":"CONSTANT","value":0.2,"distinct_count":1,"distinct_values":[0.2]}	CAMPAIGN_CONFIGURED	CONFIG_PRESENT_FOR_ALL_42_ADMITTED_RUNS	SEMANTICALLY_CONSUMED	RG3_CONFIG_HASH	[{"kind":"CAMPAIGN_CONFIG_SET","evidence_class":"CAMPAIGN_CONFIGURED","locator":"[TesterInputs].InpFrontierBodyAtr","admitted_run_count":42,"config_set_sha256":"89f8e1899379372d7516c723c465068dd6c3e9df1da316e7786405a398c51d11"},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"InpFrontierBodyAtr","lines":[31,98,154]}]
compression.use_frontier_body_filter	COMPRESSION	bool	CONSTANT	{"mode":"CONSTANT","value":false,"distinct_count":1,"distinct_values":[false]}	CAMPAIGN_CONFIGURED	CONFIG_PRESENT_FOR_ALL_42_ADMITTED_RUNS	SEMANTICALLY_CONSUMED	RG3_CONFIG_HASH	[{"kind":"CAMPAIGN_CONFIG_SET","evidence_class":"CAMPAIGN_CONFIGURED","locator":"[TesterInputs].InpUseFrontierBodyFilter","admitted_run_count":42,"config_set_sha256":"89f8e1899379372d7516c723c465068dd6c3e9df1da316e7786405a398c51d11"},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"InpUseFrontierBodyFilter","lines":[30,97,152]}]
compression.reentry_window	COMPRESSION	int	CONSTANT	{"mode":"CONSTANT","value":5,"distinct_count":1,"distinct_values":[5]}	CAMPAIGN_CONFIGURED	CONFIG_PRESENT_FOR_ALL_42_ADMITTED_RUNS	SEMANTICALLY_CONSUMED	RG3_CONFIG_HASH	[{"kind":"CAMPAIGN_CONFIG_SET","evidence_class":"CAMPAIGN_CONFIGURED","locator":"[TesterInputs].InpReentryWindow","admitted_run_count":42,"config_set_sha256":"89f8e1899379372d7516c723c465068dd6c3e9df1da316e7786405a398c51d11"},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"InpReentryWindow","lines":[33,98,147]}]
compression.observe_reentry	COMPRESSION	bool	CONSTANT	{"mode":"CONSTANT","value":true,"distinct_count":1,"distinct_values":[true]}	CAMPAIGN_CONFIGURED	CONFIG_PRESENT_FOR_ALL_42_ADMITTED_RUNS	SEMANTICALLY_CONSUMED	RG3_CONFIG_HASH	[{"kind":"CAMPAIGN_CONFIG_SET","evidence_class":"CAMPAIGN_CONFIGURED","locator":"[TesterInputs].InpObserveReentry","admitted_run_count":42,"config_set_sha256":"89f8e1899379372d7516c723c465068dd6c3e9df1da316e7786405a398c51d11"},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"InpObserveReentry","lines":[32,98,150]}]
compression.confirm_bars	COMPRESSION	int	CONSTANT	{"mode":"CONSTANT","value":1,"distinct_count":1,"distinct_values":[1]}	CAMPAIGN_CONFIGURED	CONFIG_PRESENT_FOR_ALL_42_ADMITTED_RUNS	SEMANTICALLY_CONSUMED	RG3_CONFIG_HASH	[{"kind":"CAMPAIGN_CONFIG_SET","evidence_class":"CAMPAIGN_CONFIGURED","locator":"[TesterInputs].InpConfirmBars","admitted_run_count":42,"config_set_sha256":"89f8e1899379372d7516c723c465068dd6c3e9df1da316e7786405a398c51d11"},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"InpConfirmBars","lines":[27,96,146]}]
compression.atr_len	COMPRESSION	int	CONSTANT	{"mode":"CONSTANT","value":500,"distinct_count":1,"distinct_values":[500]}	CAMPAIGN_CONFIGURED	CONFIG_PRESENT_FOR_ALL_42_ADMITTED_RUNS	SEMANTICALLY_CONSUMED	RG3_CONFIG_HASH	[{"kind":"CAMPAIGN_CONFIG_SET","evidence_class":"CAMPAIGN_CONFIGURED","locator":"[TesterInputs].InpAtrLen","admitted_run_count":42,"config_set_sha256":"89f8e1899379372d7516c723c465068dd6c3e9df1da316e7786405a398c51d11"},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"InpAtrLen","lines":[26,85,96]}]
compression.frontier_buffer_atr	COMPRESSION	double	CONSTANT	{"mode":"CONSTANT","value":0,"distinct_count":1,"distinct_values":[0]}	CAMPAIGN_CONFIGURED	CONFIG_PRESENT_FOR_ALL_42_ADMITTED_RUNS	SEMANTICALLY_CONSUMED	RG3_CONFIG_HASH	[{"kind":"CAMPAIGN_CONFIG_SET","evidence_class":"CAMPAIGN_CONFIGURED","locator":"[TesterInputs].InpFrontierBufferAtr","admitted_run_count":42,"config_set_sha256":"89f8e1899379372d7516c723c465068dd6c3e9df1da316e7786405a398c51d11"},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"InpFrontierBufferAtr","lines":[29,97,153]}]
compression.max_active_bars	COMPRESSION	int	CONSTANT	{"mode":"CONSTANT","value":240,"distinct_count":1,"distinct_values":[240]}	CAMPAIGN_CONFIGURED	CONFIG_PRESENT_FOR_ALL_42_ADMITTED_RUNS	SEMANTICALLY_CONSUMED	RG3_CONFIG_HASH	[{"kind":"CAMPAIGN_CONFIG_SET","evidence_class":"CAMPAIGN_CONFIGURED","locator":"[TesterInputs].InpMaxActiveBars","admitted_run_count":42,"config_set_sha256":"89f8e1899379372d7516c723c465068dd6c3e9df1da316e7786405a398c51d11"},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"InpMaxActiveBars","lines":[28,97,149]}]
run.broker_symbol	RUN_IDENTITY	string	PER_RUN	{"mode":"PER_RUN","value":null,"distinct_count":6,"distinct_values":["DE40","FRA40","JPN225","US30","US500","USTEC"]}	RUN_RECORDED	MEASUREMENT_RUN_END_FOR_ALL_42_ADMITTED_RUNS	IDENTITY_CONSUMED	RUN_KEY_MATERIAL	{"kind":"SEALED_RUN_LEDGER_SET","locator":"measurement_runs.tsv::END.broker_symbol","admitted_run_count":42,"run_ledger_set_sha256":"8dfc1bb2a21fe6bc4a03ae97f32d029519b384eaa59114d3c33325694001915c"}
run.canonical_instrument	RUN_IDENTITY	string	PER_RUN	{"mode":"PER_RUN","value":null,"distinct_count":6,"distinct_values":["DE40","FRA40","JPN225","US30","US500","USTEC"]}	RUN_RECORDED	MEASUREMENT_RUN_END_FOR_ALL_42_ADMITTED_RUNS	IDENTITY_CONSUMED	RUN_KEY_MATERIAL	{"kind":"SEALED_RUN_LEDGER_SET","locator":"measurement_runs.tsv::END.canonical_instrument","admitted_run_count":42,"run_ledger_set_sha256":"8dfc1bb2a21fe6bc4a03ae97f32d029519b384eaa59114d3c33325694001915c"}
run.window_start	RUN_IDENTITY	int	PER_RUN	{"mode":"PER_RUN","value":null,"distinct_count":7,"distinct_values":[1768176000,1771200000,1774224000,1777852800,1781481600,1783900800,1785715200]}	RUN_RECORDED	MEASUREMENT_RUN_END_FOR_ALL_42_ADMITTED_RUNS	IDENTITY_AND_SEMANTICALLY_CONSUMED	RUN_KEY_MATERIAL	{"kind":"SEALED_RUN_LEDGER_SET","locator":"measurement_runs.tsv::END.window_start","admitted_run_count":42,"run_ledger_set_sha256":"8dfc1bb2a21fe6bc4a03ae97f32d029519b384eaa59114d3c33325694001915c"}
run.timeframe	RUN_IDENTITY	int	CONSTANT	{"mode":"CONSTANT","value":5,"distinct_count":1,"distinct_values":[5]}	RUN_RECORDED	MEASUREMENT_RUN_END_FOR_ALL_42_ADMITTED_RUNS	IDENTITY_AND_SEMANTICALLY_CONSUMED	RUN_KEY_MATERIAL	{"kind":"SEALED_RUN_LEDGER_SET","locator":"measurement_runs.tsv::END.timeframe","admitted_run_count":42,"run_ledger_set_sha256":"8dfc1bb2a21fe6bc4a03ae97f32d029519b384eaa59114d3c33325694001915c"}
compression.rearm_reset_bars	COMPRESSION	int	CONSTANT	{"mode":"CONSTANT","value":1,"distinct_count":1,"distinct_values":[1]}	CAMPAIGN_CONFIGURED	CONFIG_PRESENT_FOR_ALL_42_ADMITTED_RUNS	SEMANTICALLY_CONSUMED	RG3_CONFIG_HASH	[{"kind":"CAMPAIGN_CONFIG_SET","evidence_class":"CAMPAIGN_CONFIGURED","locator":"[TesterInputs].InpRearmResetBars","admitted_run_count":42,"config_set_sha256":"89f8e1899379372d7516c723c465068dd6c3e9df1da316e7786405a398c51d11"},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"InpRearmResetBars","lines":[35,99,148]}]
compression.reclaim_needs_midline	COMPRESSION	bool	CONSTANT	{"mode":"CONSTANT","value":false,"distinct_count":1,"distinct_values":[false]}	CAMPAIGN_CONFIGURED	CONFIG_PRESENT_FOR_ALL_42_ADMITTED_RUNS	SEMANTICALLY_CONSUMED	RG3_CONFIG_HASH	[{"kind":"CAMPAIGN_CONFIG_SET","evidence_class":"CAMPAIGN_CONFIGURED","locator":"[TesterInputs].InpReclaimNeedsMidline","admitted_run_count":42,"config_set_sha256":"89f8e1899379372d7516c723c465068dd6c3e9df1da316e7786405a398c51d11"},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"InpReclaimNeedsMidline","lines":[34,99,151]}]
expansion.max_observation_bars	EXPANSION	int	CONSTANT	{"mode":"CONSTANT","value":500,"distinct_count":1,"distinct_values":[500]}	CAMPAIGN_CONFIGURED	CONFIG_PRESENT_FOR_ALL_42_ADMITTED_RUNS	SEMANTICALLY_CONSUMED	RG3_CONFIG_HASH	[{"kind":"CAMPAIGN_CONFIG_SET","evidence_class":"CAMPAIGN_CONFIGURED","locator":"[TesterInputs].InpMaxObservationBars","admitted_run_count":42,"config_set_sha256":"89f8e1899379372d7516c723c465068dd6c3e9df1da316e7786405a398c51d11"},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"InpMaxObservationBars","lines":[39,100,177]}]
compression.require_fresh_lineage_window	COMPRESSION	bool	CONSTANT	{"mode":"CONSTANT","value":true,"distinct_count":1,"distinct_values":[true]}	CAMPAIGN_CONFIGURED	CONFIG_PRESENT_FOR_ALL_42_ADMITTED_RUNS	DECLARED_HASHED_NOT_OPERATIONAL	RG3_CONFIG_HASH	[{"kind":"CAMPAIGN_CONFIG_SET","evidence_class":"CAMPAIGN_CONFIGURED","locator":"[TesterInputs].InpRequireFreshLineageWindow","admitted_run_count":42,"config_set_sha256":"89f8e1899379372d7516c723c465068dd6c3e9df1da316e7786405a398c51d11"},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"InpRequireFreshLineageWindow","lines":[36,100]}]
compression.range_mult	COMPRESSION	double	CONSTANT	{"mode":"CONSTANT","value":1,"distinct_count":1,"distinct_values":[1]}	CAMPAIGN_CONFIGURED	CONFIG_PRESENT_FOR_ALL_42_ADMITTED_RUNS	SEMANTICALLY_CONSUMED	RG3_CONFIG_HASH	[{"kind":"CAMPAIGN_CONFIG_SET","evidence_class":"CAMPAIGN_CONFIGURED","locator":"[TesterInputs].InpRangeMult","admitted_run_count":42,"config_set_sha256":"89f8e1899379372d7516c723c465068dd6c3e9df1da316e7786405a398c51d11"},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"InpRangeMult","lines":[25,96,234]}]
tester.to_date	TESTER_HARNESS	string	PER_RUN	{"mode":"PER_RUN","value":null,"distinct_count":7,"distinct_values":["2026.01.21","2026.02.25","2026.04.01","2026.05.13","2026.06.24","2026.07.22","2026.08.09"]}	CAMPAIGN_CONFIGURED	CONFIG_PRESENT_FOR_ALL_42_ADMITTED_RUNS	HARNESS_CONSUMED	NOT_IN_RG3_CONFIG_HASH	{"kind":"CAMPAIGN_CONFIG_SET","evidence_class":"CAMPAIGN_CONFIGURED","locator":"[Tester].ToDate","admitted_run_count":42,"config_set_sha256":"89f8e1899379372d7516c723c465068dd6c3e9df1da316e7786405a398c51d11"}
tester.from_date	TESTER_HARNESS	string	PER_RUN	{"mode":"PER_RUN","value":null,"distinct_count":7,"distinct_values":["2026.01.10","2026.02.14","2026.03.21","2026.05.02","2026.06.13","2026.07.11","2026.08.01"]}	CAMPAIGN_CONFIGURED	CONFIG_PRESENT_FOR_ALL_42_ADMITTED_RUNS	HARNESS_CONSUMED	NOT_IN_RG3_CONFIG_HASH	{"kind":"CAMPAIGN_CONFIG_SET","evidence_class":"CAMPAIGN_CONFIGURED","locator":"[Tester].FromDate","admitted_run_count":42,"config_set_sha256":"89f8e1899379372d7516c723c465068dd6c3e9df1da316e7786405a398c51d11"}
tester.shutdown_terminal	TESTER_HARNESS	bool	CONSTANT	{"mode":"CONSTANT","value":true,"distinct_count":1,"distinct_values":[true]}	CAMPAIGN_CONFIGURED	CONFIG_PRESENT_FOR_ALL_42_ADMITTED_RUNS	OPERATIONALLY_CONSUMED	NOT_IN_RG3_CONFIG_HASH	{"kind":"CAMPAIGN_CONFIG_SET","evidence_class":"CAMPAIGN_CONFIGURED","locator":"[Tester].ShutdownTerminal","admitted_run_count":42,"config_set_sha256":"89f8e1899379372d7516c723c465068dd6c3e9df1da316e7786405a398c51d11"}
tester.visual	TESTER_HARNESS	bool	CONSTANT	{"mode":"CONSTANT","value":false,"distinct_count":1,"distinct_values":[false]}	CAMPAIGN_CONFIGURED	CONFIG_PRESENT_FOR_ALL_42_ADMITTED_RUNS	OPERATIONALLY_CONSUMED	NOT_IN_RG3_CONFIG_HASH	{"kind":"CAMPAIGN_CONFIG_SET","evidence_class":"CAMPAIGN_CONFIGURED","locator":"[Tester].Visual","admitted_run_count":42,"config_set_sha256":"89f8e1899379372d7516c723c465068dd6c3e9df1da316e7786405a398c51d11"}
tester.symbol	TESTER_HARNESS	string	PER_RUN	{"mode":"PER_RUN","value":null,"distinct_count":6,"distinct_values":["DE40","FRA40","JPN225","US30","US500","USTEC"]}	CAMPAIGN_CONFIGURED	CONFIG_PRESENT_FOR_ALL_42_ADMITTED_RUNS	HARNESS_CONSUMED	RUN_KEY_MATERIAL	{"kind":"CAMPAIGN_CONFIG_SET","evidence_class":"CAMPAIGN_CONFIGURED","locator":"[Tester].Symbol","admitted_run_count":42,"config_set_sha256":"89f8e1899379372d7516c723c465068dd6c3e9df1da316e7786405a398c51d11"}
tester.indicator	TESTER_HARNESS	string	CONSTANT	{"mode":"CONSTANT","value":"MarketObjectResearch\\MarketObjectCollector.ex5","distinct_count":1,"distinct_values":["MarketObjectResearch\\MarketObjectCollector.ex5"]}	CAMPAIGN_CONFIGURED	CONFIG_PRESENT_FOR_ALL_42_ADMITTED_RUNS	HARNESS_CONSUMED	NOT_IN_RG3_CONFIG_HASH	{"kind":"CAMPAIGN_CONFIG_SET","evidence_class":"CAMPAIGN_CONFIGURED","locator":"[Tester].Indicator","admitted_run_count":42,"config_set_sha256":"89f8e1899379372d7516c723c465068dd6c3e9df1da316e7786405a398c51d11"}
tester.model	TESTER_HARNESS	int	CONSTANT	{"mode":"CONSTANT","value":0,"distinct_count":1,"distinct_values":[0]}	CAMPAIGN_CONFIGURED	CONFIG_PRESENT_FOR_ALL_42_ADMITTED_RUNS	HARNESS_CONSUMED	NOT_IN_RG3_CONFIG_HASH	{"kind":"CAMPAIGN_CONFIG_SET","evidence_class":"CAMPAIGN_CONFIGURED","locator":"[Tester].Model","admitted_run_count":42,"config_set_sha256":"89f8e1899379372d7516c723c465068dd6c3e9df1da316e7786405a398c51d11"}
tester.period	TESTER_HARNESS	string	CONSTANT	{"mode":"CONSTANT","value":"M5","distinct_count":1,"distinct_values":["M5"]}	CAMPAIGN_CONFIGURED	CONFIG_PRESENT_FOR_ALL_42_ADMITTED_RUNS	SEMANTICALLY_CONSUMED	RUN_KEY_MATERIAL	[{"kind":"CAMPAIGN_CONFIG_SET","evidence_class":"CAMPAIGN_CONFIGURED","locator":"[Tester].Period","admitted_run_count":42,"config_set_sha256":"89f8e1899379372d7516c723c465068dd6c3e9df1da316e7786405a398c51d11"},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"MQLInfoInteger(MQL_TESTER)","lines":[168]}]
collector.enable_raw_logging	RAW_LOGGING	bool	CONSTANT	{"mode":"CONSTANT","value":true,"distinct_count":1,"distinct_values":[true]}	CAMPAIGN_CONFIGURED	CONFIG_PRESENT_FOR_ALL_42_ADMITTED_RUNS	OPERATIONALLY_CONSUMED	NOT_IN_RG3_CONFIG_HASH	[{"kind":"CAMPAIGN_CONFIG_SET","evidence_class":"CAMPAIGN_CONFIGURED","locator":"[TesterInputs].InpEnableRawLogging","admitted_run_count":42,"config_set_sha256":"89f8e1899379372d7516c723c465068dd6c3e9df1da316e7786405a398c51d11"},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"InpEnableRawLogging","lines":[20,179]}]
